,index,text
7585,"本品主要用于痰热互结所致的乳癖、乳痈、症见乳房结节,数目不等,大小形态不一,质地柔软,或产后乳房、红热疼痛、乳腺增生、乳腺炎软坚散结,活血消痛、清热解毒。",1
7586,孕妇利尿益母草[unused1]口服。,1
7587,用于前列腺炎及慢性盆腔炎[unused1]尚不明确。,1
7588,"口服,每次2粒,每日3次;",1
7589,广西源安堂药业有限公司,1
7590,"用于肾虚腰痛,夜尿频多,病后虚弱,头晕眼花,疲倦乏力",1
7591,"三七含三七皂甙、黄酮等有效成分,能扩张冠状动脉,减低冠脉阻力,增加冠脉流量,能降低动脉压、心肌耗氧量及心肌的提取氧率,能促进凝血,缩短凝血时间,具有良好的止血作用。",1
7592,"用于肝肾阴虚,或转氨酶增高。",1
7593,用于急慢性盆腔炎见下腹胀痛、腰痛、带下增多、月经不调等症,1
7594,"用于慢性盆腔炎、中医辩证属湿热蕴结证,症见下腹、腰骶部胀痛不适,带下量多,色黄质稠,或伴低热起伏,神疲乏力,经前腹痛加重,月经量多或经期延长,小便黄赤,舌苔黄腻[unused1]1、延长疗程服药的安全性未见相关研究资料。",1
7595,"用于肝郁血虚所致的月经不调、经期前后不定、行经腹痛[unused1]本品为薄膜衣片,除去薄膜衣后显示棕色或黑棕色;",1
7596,"6.服药4周症状无缓解,应去医院就诊。",1
7597,"一次6片,一日2次;",1
7598,"补肾壮腰,调经补肾壮腰,调精,用于肾阳不足而致的神疲不振,腰膝软弱,亦用于夜尿频繁,月经不调。",1
7599,4.火郁证者舌无津液,1
7600,丹东药业集团有限公司,1
7601,"彝医:补知凯扎诺,且凯色土。",1
7602,"7、按照用法用量服用,服药过程中出现不良反应应停药,并向医师咨询。",1
7603,"用于经期腰腹冷痛,经血量少,经期错后,带多清稀",1
7604,"偶见消化道不适,一般可自行缓解。",1
7605,"本品为薄膜衣片,除去包衣后,显棕褐色,味苦,微辛。",1
7606,合肥凯华制药有限公司,1
7607,广东三蓝药业股份有限公司,1
7608,"口服,一次4片,一日2次,或遵医嘱",1
7609,1.通便排毒、补脾益气。,1
7610,甘肃扶正药业科技股份有限公司,1
7611,每盒装12支。,1
7612,用于湿热蕴结所致急、慢性肾炎水肿、血尿、蛋白尿[unused1]西安恒生堂制药有限公司,1
7613,"1[unused1]雄性激素样作用,男宝能增加雄性小白鼠前列腺和睾丸的重量。",1
7614,"5.按照用法用量服用,小儿及孕妇应在医师指导下服用。",1
7615,3.偶见窒息性早博。,1
7616,"一次4粒,一日2次;",1
7617,"清火,明目,散结,消肿。",1
7618,乳腺增生、乳腺炎,1
7619,4g12袋,1
7620,用于气血亏虚[unused1]本品为黄棕色至棕色的颗粒;,1
7621,"用于肾虚所致的淋证,症见尿频、尿急、排尿滴沥不尽肾虚所致的淋证,症见尿频、尿急、排尿滴沥不尽;",1
7622,每晚1片。,1
7623,"四周岁以下儿童,一次2克,一日2次。",1
7624,"气微香,味苦大蜜丸;",1
7625,"用于带下湿热证,症见腰腹坠胀,口苦,口干,尿黄,便干,阴痒等;",1
7626,"用于寒凝血瘀所致的月经后期、痛经,症见行经后错、行经小腹冷痛、经血紫暗、有血块[unused1]孕妇忌服。",1
7627,"一次0.2-0.4克,一日0.6-1.2克。",1
7628,"6、月经量多者,服药后经量不减,应及时去医院就诊。",1
7629,2.孕妇油腻食物。,1
7630,"活血化瘀,清热止血。",1
7631,"本品为胶囊剂,内容物为黄褐色粉末;",1
7632,"高密度聚乙烯瓶装,每瓶60粒。",1
7633,"用于湿热瘀阻所致妇女带下,色黄质黏稠或豆渣状气臭、少腹(小腹下坠腹痛)、腰骶(骶骨:腰部下面尾骨上面的部分)疼痛,舌暗苔黄腻等症及慢性盆腔炎[unused1]药用铝塑泡罩包装。",1
7634,"用于湿热下注所致的带下病,症见赤白带下、量多臭味湿热下注[unused1]用于湿热下注所致的带下病,症见赤白带下,量多臭味,宫颈糜烂量多臭味,宫颈糜烂",1
7635,"用于前列腺炎盒前列腺增生所致小便频数,余沥不尽小便频数前列腺增生前列腺炎盒前列腺增生所致小便频数,余沥不尽,腰膝酸软,头晕目眩,寐差耳鸣,早泄梦遗寐差耳鸣头晕目眩腰膝酸软[unused1]一次一袋,一日三次。",1
7636,味甜、微咸。,1
7637,"温阳补肾,用于肾气亏虚、阳气不足所致的阳痿、早泄、遗精或弱精症",1
7638,"药用塑料球壳包装,每盒装10丸。",1
7639,"用于女子外阴瘙痒,男子阴囊湿疹",1
7640,"一次10ml,一日3次,[unused1]3个月为一个疗程。",1
7641,"用于宫颈糜烂赤白带下,滴虫性阴道炎阴道霉菌感染等妇科慢性炎症[unused1]对本品过敏者禁用。",1
7642,0.44g16s3板盒。,1
7643,云南植物药业有限公司,1
7644,"补血健脾,止带。",1
7645,每粒装0.3克,1
7646,内蒙古兰太药业有限责任公司,1
7647,"本品为棕黄色水丸,味苦,微酸,涩",1
7648,"塑料管包装,每盒装4支。",1
7649,"用于气郁血滞,月经不调麦门冬、制半夏、阿胶(蛤粉炒)、熟地黄、延胡索、香附、没药、益母草、艾叶炭、续断、黄芩、吴茱萸、牡丹皮(酒炒)、酒白芍、制川芎、肉佳、当归、炙甘草等。",1
7650,每瓶装35克。,1
7651,本品为胶囊剂千斤拔、功劳木、两面针、穿心莲,1
7652,"用于月经不调、产后发烧,四肢浮肿、乳腺肿胀[unused1]孕妇忌服。",1
7653,"补血益气,健脾和胃。",1
7654,每片重0.52g,1
7655,益气养血调经。,1
7656,5.疼痛严重者应及时去医院就诊。,1
7657,"用于宫颈糜烂,赤白带下,滴虫性阴道炎及阴道霉菌感染等妇科慢性炎症[unused1]每晚一支,注入阴道深处。",1
7658,4.具有增强免疫作用。,1
7659,1.忌烟酒、辛辣、鱼腥糖尿病患者禁服。,1
7660,用于再生障碍性贫血和放、化疗后全血细胞减少,1
7661,"气芳香,味微苦仙鹤草,黄连,黄柏。",1
7662,"另外对离体大鼠子宫平滑肌和家兔在体子宫,均具有增强收缩频率和幅度的效应。",1
7663,"用于气阴两亏,心悸气短,自汗",1
7664,"7.服药二周或服药期间症状无改善,或症状加重,或出现新的严重症状,应立即停[unused1]药并去医院就诊。",1
7665,补肾、固冲、安胎。,1
7666,"用于产后血瘀腹痛,恶露不尽祛瘀生新[unused1]尚不明确。",1
7667,"本药由上述中药材经科学提取其有效成份而制成的,金樱根味苦酸,涩平,功用活血,收敛,止泻涩平苦酸,涩平,功用活血,收敛,止泻,治跌打损伤,腰膝酸痛,久泻;",1
7668,0.41g36粒盒,1
7669,"阴虚火旺者,症见潮热面红、自汗盗汗、心烦不宁、失眠多梦、头晕耳鸣、腰膝酸软、手足心热;",1
7670,每片重0.2g,1
7671,"塑料瓶,63粒瓶1瓶盒。",1
7672,贵州百祥制药有限责任公司,1
7673,"6、用于非特异性阴道炎时,应在医师指导下使用。",1
7674,"个别患者服药后有轻微的口渴感,胃部不适、轻度腹泻,不影响继续服药。",1
7675,原发性及继发性血小板减少性紫癜恶心、嗜睡[unused1]孕妇小儿酌减;,1
7676,5g2支盒,1
7677,4、青春期少年及更年期妇女应在医师指导下服用。,1
7678,11.请将本品放在儿童过敏体质者慎用。,1
7679,"广东国医堂制药股份有限公司[unused1]补肾壮阳,填精益髓。",1
7680,24s18盒,1
7681,7.儿童应在医师指导下服用。,1
7682,"用于肝气郁结,气滞血瘀所致的乳腺增生,乳房胀痛[unused1]国家基本药物目录,中药保护品种二级",1
7683,"中医:清热利湿,化瘀通淋。",1
7684,"清热,安胎。",1
7685,"铝塑包装,每板装10粒,每盒装4板。",1
7686,"功劳木味苦性凉,有养阴清热,燥湿,解毒燥湿养阴清热,燥湿,解毒功能。",1
7687,"外用,睡前洗净阴部,置胶囊于阴道内,一次2粒,一日1次。",1
7688,对子宮内放置塑料管致大鼠子宫[unused1]炎性肿胀具有一定的抑制作用;,1
7689,"通调血气,止痛调经。",1
7690,"用于血虚引起的面色萎黄,眩晕心悸,月经不调,痛经[unused1]12s3板",1
7691,"健脾养血,补肾安胎。",1
7692,"铝塑包装,每板12片,每盒2板。",1
7693,1、忌食寒凉、生冷丸剂(大蜜丸),1
7694,1.服药期间忌食生冷食物。,1
7695,本品为褐色的水蜜丸;,1
7696,"4、对免疫功能的影响:本品能增强巨噬细胞吞噬活性,增加淋巴细胞百分比,提高淋巴细胞转化率,对特异性免疫及非特异性免疫均有较好的促进作用。",1
7697,"本品为薄膜衣片,除去薄膜衣后,显棕黄色至棕褐色;",1
7698,6.提高机体免疫:人参当归、熟地黄和白芍等分别具有抗炎镇痛的作用。,1
7699,10ml24支盒,1
7700,"本品为黄棕色至棕褐色的颗粒,气香,味辛,辣后甜。",1
7701,"1.偶见皮肤瘙痒、烦热、口渴、便秘、胃脘不适、头晕、恶心、腹泻、皮疹、心悸、皮肤多油、多汗,一般不影响继续治疗。",1
7702,1.忌烟酒、辛辣、鱼腥食物。,1
7703,活血调经,1
7704,"用于更年期综合征属肝肾阴虚、心肝火旺证者,可改善烘热汗出,五心烦热,心悸,失眠[unused1]冲服,一次6克,一日3次。",1
7705,"一次1421克,一日3次。",1
7706,本品为棕褐色鸭嘴形栓剂;,1
7707,"本品为胶囊剂,内容物为黄褐色或棕褐色的粉末;",1
7708,"用于胸胁胀痛、月经不调,乳房胀痛或伴见黄褐斑",1
7709,從而使瘀血不易凝固而利於排出。,1
7710,青州尧王制药有限公司,1
7711,1.忌烟、酒及辛辣食物。,1
7712,"凉血止血,清热除湿,化瘀止痛。",1
7713,"用于腰膝酸软,阳痿不举,遗精早泄,小便频数[unused1]哈尔滨大洋制药股份有限公司",1
7714,本品为黄褐色的片。,1
7715,3、糖尿病患者慎服;,1
7716,0.38g48粒盒,1
7717,"铝塑泡罩包装,12粒板,3板盒。",1
7718,"用于腰腿酸痛,精神不振,夜尿频多,畏寒怕冷;",1
7719,"塑料瓶,每瓶装36粒,每盒装一瓶。",1
7720,"补气补血、养心健肾,用于气虚血弱,精神不振,肾亏遗精,产后体弱气虚血弱养心健肾补气补血丸剂(水蜜丸微苦",1
7721,10.[unused1]请将此药品放在儿童不能接触的地方。,1
7722,"口服,一次2-3片,一日3次,饭后服用。",1
7723,"1.益母草膏对兔、豚鼠、犬的离体子宫有直接兴奋作用,其作用与脑垂体后叶素相似,但较弱。",1
7724,"1袋次,2次日",1
7725,"本品为糖衣片,除去糖衣显棕色至棕褐色;",1
7726,"滋阴清热,补肾益肺。",1
7727,"用于湿热蕴结所致癃闭,小便量少,热赤不爽,前列腺肥大湿热蕴结利尿通淋,软坚散结。",1
7728,"1.本品能迅速排除体表毒素,是治疗皮肤类感染的良药。",1
7729,2孕妇、糖尿病患者服用请向医师咨询。,1
7730,"用于肝气郁结,气滞血瘀所致乳腺囊性增生病,症见乳房胀痛",1
7731,3.孕妇[unused1]口服。,1
7732,"方中以淫羊藿补肾壮阳,益精气,坚筋骨,利小便,现代药理研究认为该药具有雄性激素样作用,能提高机体免疫力;",1
7733,本品还能增强大鼠在体心脏的收缩和舒张功能。,1
7734,6.[unused1]儿童、孕妇应在医师指导下服用。,1
7735,每片重0.28g,1
7736,丸剂(水蜜丸)[unused1]儿童、孕妇、哺乳期妇女禁用;,1
7737,"铝塑复合膜药用包装袋,2g袋x6袋盒。",1
7738,用于乳腺增生病[unused1]尚不明确。,1
7739,"补气和营,养血调经。",1
7740,杭州胡庆余堂药业有限公司,1
7741,10.[unused1]药品性状发生改变时禁止服用。,1
7742,"本品为硬胶囊,内容物为棕黄色至棕色颗粒;",1
7743,"如与其他药物同时使用可能会发生药物互相作用,详情请咨询医师或药师。",1
7744,3.服药一周后症状无改善者应去医院就诊。,1
7745,"本品为糖衣片,除去糖衣后显棕色至褐色;",1
7746,"7.严格按用法用量服用,本品不宜长期服用。",1
7747,2.妇女经期、哺乳期慎用[unused1]月经过多者慎用;,1
7748,3.有高血压、心脏病、肝病、糖尿病、肾病生冷油腻及刺激性食物。,1
7749,"临床前的药效学试验显示,本品可抑制缩宫素致大鼠的疼痛反应。",1
7750,"用于月经不调,腰腹疼痛,赤白带下,精神倦怠,饮食减少[unused1]尚不明确。",1
7751,"健脾利湿,清热止带,用于湿热下注,白带量多清热止带健脾利湿[unused1]泉州中侨(集团)股份有限公司药业公司",1
7752,"6.按照用法用量服用,糖尿病患者应在医师指导下服用。",1
7753,"用于两胁胀痛,乳房结节压痛,经前乳房疼痛,月经不调。",1
7754,"用于血瘀所致的月经不调,症见经水量少孕妇禁用。",1
7755,"1.对本品过敏者禁用,过敏体质者慎用;",1
7756,"PVC硬片、铝塑泡罩包装,6粒板2板袋3袋盒。",1
7757,5g12块盒。,1
7758,月经先期量多者忌用。,1
7759,上海运佳黄浦制药有限公司,1
7760,"用于身体虚瘦,耗神过度,肾亏阳痿,腰疼背痛肾亏阳痿,腰疼背痛",1
7761,"口服,一次10g,一日2次。",1
7762,"宫颈糜烂[unused1]服后偶见头晕、可自行消失,不必停药。",1
7763,"补肾填精益精子,清热利湿助生育",1
7764,4.高血压、心脏病辛辣、生冷、油腻食物。,1
7765,国药集团百达制药有限公司,1
7766,"用于经期腹痛及因寒所致的月经失调[unused1]本品为胶囊剂,内容无为浅灰黄色的粉末;",1
7767,"3.毒理试验表明:该药安全可靠,副作用,临床服用剂量均为安全。",1
7768,一次10mdash;,1
7769,"口服一次6克,一日2-3次,或遵医嘱。",1
7770,"用于慢性前列腺炎属瘀血阻滞兼湿热内蕴症,证见:尿频尿急、余沥不尽,会阴、下腹或腰骶部坠胀疼痛,或尿道灼热,阴囊潮湿,舌紫暗或瘀斑,[unused1]舌苔黄腻[unused1]西安大唐制药集团有限公司",1
7771,"味淡,微苦。",1
7772,"用于盆腔炎、附件炎、子宫内膜炎等引起的带下,腹痛",1
7773,服本药时不宜同时服用藜芦、五灵脂、皂荚或其制剂;,1
7774,吉林金麦通制药有限公司,1
7775,"如正在使用其他药品,使用本品前请咨询医师或药师",1
7776,"用于肾虚型和气血虚弱型先兆流产和习惯性流产味甜、微苦孕康颗粒[unused1]如与其它药物同时使用可能会发生药物相互作用,详情请咨询药师或医师。",1
7777,"滋补肝肾,益气养荣,活络生发脱发症",1
7778,"高血压者慎用或遵医瞩,孕妇忌服。",1
7779,每瓶装65ml(2006年03月06日),1
7780,3、有高血压、心脏病、肾病、糖尿病或正在接受其他治疗的患者均应在医师指导下服用;,1
7781,2g6袋1小盒,1
7782,每片重0.3克,1
7783,气香、味微苦。,1
7784,"1.忌食辛辣,生冷,油腻食物;",1
7785,"一次4-10粒,一日2次,小儿酌减。",1
7786,"用于两胁胀痛,心烦易怒,倦怠食少,月经不调儿童过敏体质者月经量过多,或经水淋漓更年期妇女青春期少女经期延长[unused1]四川泰华堂制药有限公司",1
7787,"150ml[unused1]清热解毒,消肿散结。",1
7788,每片重0.3g(糖衣);,1
7789,4[unused1]对肝、脾DNA的合成有促进作用。,1
7790,"补气养血,和营调经。",1
7791,"4.按照用法用量服用,小儿、年老体虚者应在医师指导下服用。",1
7792,"塑料球壳装,每丸重9克,每盒10丸。",1
7793,"用于血虚气滞,月经不调,小腹胀痛[unused1]口服。",1
7794,"口服,[unused1]一次2.5g,一日3次。",1
7795,"用于更年期潮热汗出,眩晕耳鸣,烦躁失眠[unused1]用于更年期潮热汗出,眩晕耳鸣,烦躁失眠",1
7796,"用于肾虚精亏所致的阳痿不育、遗精早泄、腰痛、尿后余沥[unused1]用于肾虚精亏所致的阳痿不育、遗精早泄、腰痛,尿后余沥",1
7797,本品为棕色至深棕色的浓缩水丸;,1
7798,用于早泄、遗精、遗尿[unused1]片剂(糖衣),1
7799,"用于湿热瘀阻所致妇女带下、色黄质粘稠、或如豆渣状、气臭,少腹、腰骶疼痛[unused1]用于湿热瘀阻所致妇女带下,色黄质粘稠,少腹、腰骶疼痛",1
7800,轻伤及其他病症患者忌服保险子;,1
7801,"药品包装用PVC-铝箔装,15粒板2板盒。",1
7802,"滋阴健脑,凉血乌发。",1
7803,"3、佐以理气,气为血帅,气行血畅。",1
7804,用于外阴炎、外阴溃疡、阴道炎,1
7805,"阴虛内热,舌质红、少苔者慎用。",1
7806,"一次1-2粒,一日1-2次。",1
7807,"本品为薄膜衣片,除去薄膜衣后显棕褐色或黑褐色;",1
7808,"阴部搔痒,甚则痒痛,口苦粘腻,脘闷纳呆,小便短少,或尿频数涩痛口苦粘腻,脘闷纳呆阴部搔痒,甚则痒痛尿频、尿急、尿痛糖尿病所致的瘙痒[unused1]100ml盒",1
7809,"临床前药理实验表明,本品对角叉莱胶所致大鼠足跖肿胀、醋酸所致,小鼠腹膜炎性渗出、大鼠异物性子宫炎、大鼠急性细菌性前列腺炎均有一定的抑制作用,对小鼠皮下棉球肉芽肿增长有一定的抑制作用趋势;",1
7810,"6.儿童,孕妇应在医师指导下服用;",1
7811,5克9袋盒,1
7812,"用于热淋所致的尿频、尿急、尿痛、尿短、腰痛、小腹坠胀[unused1]本品为胶囊剂,内容物为棕褐色颗粒;",1
7813,"5.儿童,孕妇应在医师指导下服用;",1
7814,"5.属风寒感冒咽痛者,症见恶寒发热、无汗、鼻流清涕者慎用。",1
7815,每袋重5g,1
7816,每瓶装120克,1
7817,"经卫生部指定北京、上海、南京等有关医院严格临床试验,对痛经、月经不调有效率分别为92.3、86.7,疗效显著,安全可靠,深受女性欢迎和信赖。",1
7818,"铝塑包装,20粒3板盒",1
7819,"调经养血,化瘀生新。",1
7820,"塑料瓶装,每瓶装7克。",1
7821,"体外抗菌试验表明,本品对金黄色葡萄球菌、表皮葡萄球菌、变形杆菌、痢疾杆菌、白色念珠菌、伤寒杆菌、枸橼酸杆菌有抑制作用;",1
7822,"3.[unused1]带下量多,气臭或伴少量血性分泌物者,应在医师指导下用药。",1
7823,用于急性前列腺炎、前列腺增生。,1
7824,7g10袋,1
7825,本品为黄棕色或棕褐色的颗粒;,1
7826,"健脾补肾,调经止带。",1
7827,2.5g6粒,1
7828,肝、肾功能不全者慎用。,1
7829,每粒装0.38克。,1
7830,"7.服药2周症状无改善,应去医院就诊。",1
7831,"用于脾肾阳虚所致的泄泻,症见大便不调、五更泄泻、时带黏液,伴腹胀腹痛、胃脘不舒、小腹坠胀胃脘不舒腹痛腹胀时带黏液五更泄泻大便不调泄泻脾肾阳虚涩肠止泻温中止痛健脾益肾[unused1]非处方药物(甲类),中药保护品种二级",1
7832,"补气养血、调经止带,用于月经不调、经期腹痛[unused1]孕妇禁用。",1
7833,"口服,淡盐水送下,一次5粒,一日2次",1
7834,6丸20袋盒。,1
7835,"口服,一次45片,一日3次。",1
7836,0.43g24s盒。,1
7837,"1.有胎漏,胎动不安之先兆流产症状者,立即服用,用至症状消失后,再继续服用一个月。",1
7838,"用于治疗男子无精、少精、弱精、精液不液化等症15盒月旧包装检验粘签为透明,新包装为白色",1
7839,"慢性盆腔炎[unused1]本品为硬胶囊,内容物为棕褐色或黑褐色颗粒;",1
7840,三、利尿作用。,1
7841,"嚼碎药丸,或将药丸用开水化服;",1
7842,"温黄酒或温开水送服,一次2丸,一日2次。",1
7843,"药用复合膜,6克袋x12袋盒。",1
7844,"用于治疗活血化瘀,理气止痛。",1
7845,10ml支,1
7846,每盒48粒。,1
7847,"8.服用一个月经周期症状无改善者,应向医师咨询。",1
7848,"活血,祛瘀、止痛。",1
7849,"7.对本品过敏者禁用,过敏体质感冒时不宜服用本药。",1
7850,清热利湿。,1
7851,皮肤过敏者停用。,1
7852,"铝塑泡罩包装,每粒装0.25g,每板12粒,每盒3板。",1
7853,0.5g30片,1
7854,1.忌与茶、咖啡及含鞣酸类药物合用。,1
7855,河南宛东药业有限公司,1
7856,"养血,调经,止痛调经止痛,用于月经不调,经期腹痛",1
7857,"味苦、微麻,甜。",1
7858,"口服,一次10毫升,一日2次.",1
7859,1、服期间忌食酸、冷和辛辣食品。,1
7860,3.用药中局部皮肤过敏者停止使用。,1
7861,沈阳飞龙药业有限公司,1
7862,6.长期连续服用应向医师咨询。,1
7863,"清热利湿,活血散结,适用于慢性前列腺炎湿热挟瘀症[unused1]本品为胶囊剂,内容物为棕黄色至棕褐色颗粒,气芳香,味甘,微酸。",1
7864,4.平素月经正常突然出现月经量少或月经错后或阴道不规则出血应去医院就诊。,1
7865,"用于肝肾阴虚,目涩畏光,视物模糊,迎风流泪目涩畏光,视物模糊免疫调节抗衰老免疫调节抑制血小板聚集和免疫调节作用;",1
7866,用于热淋所致的尿频、尿急、尿痛、尿短、腰痛、小腹坠胀体虚胃寒者不宜食用。,1
7867,"用于经期下腹冷痛,量少不畅过敏体质者慎用。",1
7868,"9.请将本品放在儿童片剂(糖衣,薄膜衣)",1
7869,"用于冲任虚寒、瘀血阻滞引起的月经不调,少腹冷痛,痛经[unused1]口服,一次1020毫升,一日3次。",1
7870,3.个别患者服用后出现白细胞、血小板的下降。,1
7871,"4.[unused1]治疗痛经,宜在经前35天开始服药,连服1周。",1
7872,"7.用药4周症状无缓解,应去医院就诊。",1
7873,"用于外阴瘙痒、湿疹,及滴虫性、霉菌性阴道炎致阴痒者",1
7874,"铝塑泡罩包装,12粒2板盒。",1
7875,0.64g12片,1
7876,"本品为胶囊剂,内容物为棕黄色或棕褐色粉末;",1
7877,味苦、甜。,1
7878,本品为棕黄色的颗粒;,1
7879,症见月经周期错后、行经量少、精神不振、肢体乏力妇科疾病时应去医院就诊。,1
7880,"10,如正在使用其他药品,使用本品前请咨询医师或药师。",1
7881,"用于产后恶露不绝属气血亏虚挟瘀证,症见产后血性恶露持续数日仍淋漓不绝,色淡红或紫黯、质地稀薄或挟有血块、小腹坠痛、自汗、乏力、少气懒言自汗、乏力、少气懒言,舌淡紫或有瘀斑、脉缓弱或弦涩舌淡紫或有瘀斑恶露持续数日",1
7882,"适用于脾肾不足,精血亏虚,面色萎黄,眩晕耳鸣,腰膝酸软,倦怠体瘦。",1
7883,忌食鱼类。,1
7884,"3.利尿作用,具有温和而持久的利尿作用。",1
7885,"11如正在服用其他药品,使用该品前请咨询医师或药师。",1
7886,"一次6粒,一日3次。",1
7887,药用塑料瓶包装。,1
7888,"止血镇痛,祛疲生新忌食蚕豆、鱼类和酸冷食物。",1
7889,每片含干浸膏0.25g,1
7890,本品为棕黑色浓缩丸浓缩丸)[unused1]30g3瓶,1
7891,"活血化瘀,缓消瘀块,用于妇人宿有血块,妊娠后漏下不止,胎动不安,或血瘀经闭,行经腹痛,产后恶露不尽,血色紫暗,而有腹痛拒按[unused1]国家基本药物目录",1
7892,"用于气虚血亏,瘀血凝滞引起的经期不准,经闭,瘕血块,腹部痞胀,身体消瘦,四肢困倦,产后恶露不尽[unused1]温黄酒或温开水送服。",1
7893,3.有高血压、心脏病、肝病、糖尿病肝病、糖尿病、肾病等慢性病严重者应在医师指导下服用。,1
7894,"用于气滞血瘀,湿热蕴结之盆腔炎,症见带下量多,下腹疼痛[unused1]片剂(薄膜衣)",1
7895,"滋阴养血,温经散寒,行气止痛。",1
7896,9.乌鸡白凤丸性状发生改变时禁止使用。,1
7897,2.用药期间注意监测肝肾功能。,1
7898,14g12袋,1
7899,0.4260粒盒,1
7900,"主治妇女病:气血两虚或肝肾两虚的月经量少、后错,脾虚或肾虚带下。",1
7901,"主治湿热阻于皮肤所致湿疹[unused1]皮肤湿疹:取适量药液直接涂抹于患处,有糜烂面者可稀释5倍量后湿敷,一日两次。",1
7902,"车前草,赤勺有活血通瘀去湿作用,狗脊有补益肝肾狗脊赤勺有活血通瘀去湿作用,狗脊有补益肝肾,强腰膝,除风湿,利关节的作用。",1
7903,10ml10支盒。,1
7904,"主治调经养血,温暖子宫,驱寒止痛。",1
7905,"用于子宫寒冷,月经量少、后错,痛经[unused1]如与其他药物同时使用可能会发生药物相互作用,详情请咨询医师或[unused1]药师。",1
7906,吉林省东北亚药业股份有限公司,1
7907,"11.如正在使用其他药品,使用本品之前请咨询医师或药师。",1
7908,12丸板2板盒10盒中盒,1
7909,用温开水送服。,1
7910,0.42g45粒盒,1
7911,2.不宜与含有人参的制剂合用。,1
7912,用于急慢性盆腔炎见下腹胀痛、腰痛、带下增多、月经不调等症属于湿热下注、瘀阻胞宫,1
7913,"口服,一次3粒,一日3次,7天为一疗程,必要时可连服2-3疗程,每疗程之间休息3天。",1
7914,"1.本品含朱砂,不宜长期服用;",1
7915,用于肝郁血虚理气调经。,1
7916,"4.服药时间:一般宜在月经来潮前37天开始,服至疼痛缓解。",1
7917,用于下焦湿热证,1
7918,1、孕妇禁房事;,1
7919,本品为暗红色的澄清液体;,1
7920,"本品为硬胶囊,内容物为浅黄棕色至灰棕色的粉末,味苦。",1
7921,0.5g20粒盒[unused1]儿童、孕妇禁用;,1
7922,"用于气血两虚,身体瘦弱,腰膝酸软,月经量少、后错,带下肝损伤[unused1]本品为黑褐色至黑色的水蜜丸;",1
7923,药理作用:,1
7924,"用于肺肾两亏,虚劳咳嗽,骨蒸潮热,盗汗遗精,腰膝酸软[unused1]兰州佛慈制药股份有限公司",1
7925,"本品为黑褐色至黑色的大蜜丸,味甜,微苦。",1
7926,二十天为一疗程。,1
7927,"用于月经不调,痛经,附件炎,阴道炎,子宫内膜炎及盆腔炎等",1
7928,湖南汉森制药有限公司,1
7929,"用于气血两虚,身体瘦弱,腰膝酸软,月经量少肝损伤[unused1]每丸重9g",1
7930,孕妇及合并其他疾病者遵医嘱。,1
7931,"养血调经,暧宫止痛。",1
7932,阴虚发热型、湿热型患者忌服。,1
7933,"用于血瘀气滞,月经不调,经期腹痛薄膜衣[unused1]非处方药物(甲类)",1
7934,用于慢性附件炎、盆腔炎、阴道炎、膀胱炎、慢性阑尾炎、尿路感染,1
7935,0.51g15片板2板盒。,1
7936,每盒6袋。,1
7937,2.患有浅表性胃炎或脾胃虚寒者饭后服用。,1
7938,"自月经前第1015天开始,连服1015天为一疗程,经期可不停药。",1
7939,1、镇痛作用;,1
7940,每盒装54片。,1
7941,"温肤生发,止痒祛屑。",1
7942,"此类药物虚实不能兼顾,气血标本不能同治,因而疗[unused1]效欠佳。",1
7943,10g9袋盒。,1
7944,每盒10丸。,1
7945,"12,如正在服用其他药品,使用本品前请咨询医师或药师。",1
7946,"一日1次,睡前使用。",1
7947,陕西嘉力药业有限公司,1
7948,暂定18个月。,1
7949,"一次1粒(重症者2粒),一日3次,每隔4小时服一次,初服者若无[unused1]副作用,可如法连服多次;",1
7950,活血化瘀。,1
7951,"用于睾丸肿瘤,肾炎引起的下肢肿痛,寒性肾病,亦可用于睾丸结核",1
7952,"2.服用本药时,不宜同时服滋补性中成药。",1
7953,"一次22.5g,一日3次。",1
7954,0.25g200片,1
7955,"本品为硬胶囊,内容物为棕色至棕褐色的细颗粒;",1
7956,"3、带下清稀,无臭者不宜选用。",1
7957,"本药内所含甘草,反海藻、大戟、甘遂、芫花,忌与含上述药味的药物同用。",1
7958,皮肤过敏者停服。,1
7959,2.孕妇生冷食物。,1
7960,"一次23粒,一日23次。",1
7961,"用于气滞血瘀所致乳腺小叶增生,子宫肌瘤、卵巢囊肿[unused1]服药治疗期间忌食酸、冷及刺激性食物酸、冷及刺激性食物。",1
7962,"實驗室研究表明,新生化顆粒能明顯增加大鼠離體子宮的收縮張力、收縮頻率和收縮振幅,且呈劑量依賴性關係。",1
7963,1个月为一个疗程。,1
7964,"本品为硬胶囊,内容物为淡黄色至棕黄色的颗粒和粉末;",1
7965,"气香,味甜,辛,微苦。",1
7966,毒理试验:急性毒性:未测出LD50。,1
7967,"气芳香,味微苦、微甜。",1
7968,本品对丙酸睾丸素诱发的大、小鼠前列腺增生与尿生殖窦植入性小鼠前列腺增生前列腺增生与尿生殖窦植入性小鼠前列腺增生有抑制作用。,1
7969,"一次1-2袋,一日3次。",1
7970,"药用PTP铝箔、PVC硬片包装,30丸板X1板盒。",1
